kingdom	phylum	class	order	family	genus	sequence	taxon_id
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Nosocomiicoccus	t152
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus	t153
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Abiotrophia	t154
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Aerococcus	t155
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	AJ279038_g	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae AJ279038_g	t156
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Eremococcus	t157
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Facklamia	t158
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Globicatella	t159
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Granulicatella	t160
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum	Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae Ignavigranum	t161
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae		Bacteria Firmicutes Bacilli Lactobacillales Aerococcaceae NA	t162
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Allofustis	Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Allofustis	t163
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Alloiococcus	t164
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Dolosigranulum	t165
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae		Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae NA	t166
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Trichococcus	t167
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	DQ345464_g	Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae DQ345464_g	t168
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus	t169
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae		Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae NA	t170
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lacticaseibacillus	t171
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactiplantibacillus	t172
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus crispatus group	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus crispatus group	t173
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus gasseri group	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus gasseri group	t174
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus iners group	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus iners group	t175
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus jensenii group	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus jensenii group	t176
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Latilactobacillus	t177
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lentilactobacillus	t178
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Leuconostoc	t179
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Levilactobacillus	t180
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Ligilactobacillus	t181
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Limosilactobacillus	t182
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Liquorilactobacillus	t183
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Loigolactobacillus	t184
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae NA	t185
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Pediococcus	t186
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Weissella	t187
Bacteria	Firmicutes	Bacilli	Lactobacillales			Bacteria Firmicutes Bacilli Lactobacillales NA NA	t188
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Lactococcus	t189
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus	t190
Bacteria	Firmicutes	Bacilli				Bacteria Firmicutes Bacilli NA NA NA	t191
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	AB239481_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae AB239481_g	t192
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	AB294309_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae AB294309_g	t193
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	AY442821_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae AY442821_g	t194
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae Christensenella	t195
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	EF401862_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae EF401862_g	t196
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	FJ848389_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae FJ848389_g	t197
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	GQ422712_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae GQ422712_g	t198
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	GU302849_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae GU302849_g	t199
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	HM124151_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae HM124151_g	t200
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	HM124244_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae HM124244_g	t201
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	HM124260_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae HM124260_g	t202
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	HQ697740_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae HQ697740_g	t203
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	HQ716403_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae HQ716403_g	t204
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	JN162687_g	Bacteria Firmicutes Clostridia Clostridiales Christensenellaceae JN162687_g	t205
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium	t206
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae NA	t207
Bacteria	Firmicutes	Clostridia	Clostridiales	EU234093_f	AB606326_g	Bacteria Firmicutes Clostridia Clostridiales EU234093_f AB606326_g	t208
Bacteria	Firmicutes	Clostridia	Clostridiales	EU234093_f		Bacteria Firmicutes Clostridia Clostridiales EU234093_f NA	t209
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Pseudoramibacter	t210
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	AF287775_g	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae AF287775_g	t211
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Agathobacter	t212
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	AJ518873_g	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae AJ518873_g	t213
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	AJ576336_g	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae AJ576336_g	t214
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	AM420062_g	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae AM420062_g	t215
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Anaerostipes	t216
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	AY305316_g	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae AY305316_g	t217
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bacteroides_g1	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Bacteroides_g1	t218
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Blautia	t219
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Butyrivibrio	t220
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio_g1	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Butyrivibrio_g1	t221
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Catonella	t222
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g11	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g11	t223
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g21	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g21	t224
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g23	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g23	t225
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g24	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g24	t226
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g27	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g27	t227
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g7	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g7	t228
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_g8	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Clostridium_g8	t229
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Coprococcus	t230
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_g1	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Coprococcus_g1	t231
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_g2	Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Coprococcus_g2	t232
